Age,Years of Experience,Education Level,Job Title,Gender,Location,Company Type,Industry,Salary
39.0,1.8,B.Tech,Others,Female,Delhi NCR,Domestic,Services,193158
45.0,1.1,MBA,Research,Male,Chennai,MNC,EdTech,263036
28.0,1.0,B.Sc,Others,Male,Kochi,Startup,Services,180000
42.0,25.6,MBA,Director,Female,Coimbatore,Startup,Manufacturing,5000000
37.0,27.9,B.Tech,Manager,Male,Delhi NCR,Domestic,IT Services,3753415
50.0,6.0,B.Tech,Manager,Female,Mysuru,Domestic,Banking,778966
32.0,3.3,M.Tech,Software Engineer,Male,Chandigarh,Product,Fintech,735782
48.0,0.4,M.Tech,HR,Female,Surat,Startup,Healthcare,195862
30.0,1.4,B.Tech,Manager,Female,Chandigarh,MNC,Manufacturing,242450
36.0,0.6,B.Sc,Others,Male,Bengaluru,Domestic,Retail,180000
41.0,0.7,MCA,Data Analyst,Female,Pune,MNC,Retail,201840
25.0,6.6,B.Tech,Sales,Male,Delhi NCR,MNC,SaaS,675931
52.0,0.8,M.Tech,Others,Male,Ahmedabad,Startup,Retail,187921
29.0,4.8,B.Tech,Designer,Female,Indore,Startup,Gaming,614517
34.0,0.4,M.Tech,Others,Female,Hyderabad,Domestic,Retail,188737
27.0,6.9,B.Sc,Manager,Male,Bengaluru,Domestic,Manufacturing,789417
40.0,17.0,B.Tech,HR,Female,Bengaluru,MNC,Manufacturing,2622453
46.0,2.7,M.Tech,Manager,Male,Pune,MNC,Banking,747123
31.0,0.1,B.Tech,Marketing Manager,Female,Jaipur,MNC,Consumer Goods,192334
36.0,3.1,M.Tech,Others,Male,Ahmedabad,Domestic,Manufacturing,578216
29.0,1.9,B.Tech,Sales,Female,Bengaluru,Startup,Real Estate,180000
43.0,6.8,B.Tech,Manager,Male,Pune,MNC,Consulting,951846
52.0,5.1,MBA,Manager,Female,Hyderabad,Domestic,Consulting,905801
33.0,27.5,B.Sc,Data Analyst,Male,Pune,MNC,Consulting,2926326
39.0,1.5,B.Tech,Others,Female,Bengaluru,Domestic,Manufacturing,184643
47.0,1.4,M.Tech,Research,Male,Delhi NCR,Domestic,EdTech,277833
26.0,1.9,B.Tech,Software Engineer,Male,Ahmedabad,Product,Fintech,239142
38.0,6.4,MCA,Manager,Female,Pune,Startup,Consulting,877514
45.0,1.9,B.Tech,Data Analyst,Male,Pune,Domestic,Analytics,198365
31.0,1.4,B.Tech,Others,Female,Coimbatore,MNC,Services,180000
35.0,2.2,M.Tech,Product Manager,Male,Lucknow,Product,Fintech,748235
49.0,2.2,M.Tech,Manager,Female,Bengaluru,MNC,Manufacturing,702944
33.0,0.3,B.Tech,Software Engineer,Male,Ahmedabad,MNC,E-commerce,205688
39.0,6.8,MBA,Others,Female,Pune,Startup,Services,729961
44.0,4.4,B.Tech,Data Analyst,Male,Chandigarh,Domestic,Consulting,572722
30.0,27.4,B.Tech,Others,Female,Pune,Domestic,Manufacturing,2896563
36.0,17.5,B.Tech,Others,Male,Delhi NCR,Domestic,Services,2441050
41.0,6.1,M.Tech,Data Analyst,Female,Mumbai,Startup,Retail,754922
28.0,29.1,B.Sc,Manager,Male,Pune,Domestic,Manufacturing,3785301
42.0,0.0,MBA,Designer,Female,Delhi NCR,MNC,Product Tech,214447
37.0,1.6,B.Sc,Software Engineer,Male,Bhubaneswar,MNC,Product Tech,212123
50.0,2.9,B.Sc,Data Analyst,Female,Bengaluru,Domestic,Analytics,512228
32.0,5.8,M.Tech,Data Analyst,Male,Chandigarh,MNC,IT Services,725105
23.0,3.3,B.Sc,Data Analyst,Female,Delhi NCR,Domestic,IT Services,539181
31.0,5.7,MBA,Data Analyst,Male,Mumbai,Startup,Consulting,735386
40.0,0.5,B.Tech,Manager,Female,Chandigarh,Domestic,Manufacturing,237462
48.0,1.1,M.Tech,Software Engineer,Male,Jaipur,Product,E-commerce,248555
29.0,1.3,B.Tech,HR,Female,Bhubaneswar,Domestic,Consulting,202892
35.0,3.9,MBA,Product Manager,Male,Hyderabad,Startup,Product Tech,967925
42.0,28.9,B.Tech,Manager,Female,Pune,Startup,Retail,3909449
53.0,12.1,M.Tech,Marketing Manager,Male,Pune,Domestic,Consumer Goods,2703517
33.0,3.4,B.Tech,Data Analyst,Female,Bengaluru,Startup,Banking,571513
38.0,1.1,B.Sc,Manager,Male,Delhi NCR,Startup,Retail,227197
44.0,1.7,B.Tech,Others,Female,Pune,MNC,Services,182919
26.0,18.2,B.Sc,Accounting,Male,Chandigarh,MNC,Banking,2464796
37.0,1.8,M.Tech,HR,Female,Nagpur,Domestic,Consulting,237442
45.0,6.9,B.Tech,Manager,Male,Bengaluru,Domestic,Consulting,901919
32.0,3.7,B.Tech,Marketing Manager,Female,Delhi NCR,Domestic,Consumer Goods,660813
34.0,1.0,MCA,Software Engineer,Male,Bengaluru,Product,Fintech,227854
50.0,9.2,MCA,Director,Female,Pune,Startup,Consulting,3574898
29.0,1.1,B.Tech,Designer,Male,Lucknow,Domestic,E-commerce,201664
40.0,27.8,MBA,Others,Female,Delhi NCR,MNC,Services,3297030
47.0,3.1,B.Tech,Research,Male,Nagpur,Startup,Healthcare Tech,625923
27.0,0.1,B.Tech,Sales,Male,Hyderabad,MNC,Real Estate,180000
39.0,1.7,B.Tech,Others,Female,Hyderabad,MNC,Manufacturing,187728
46.0,16.7,MBA,Manager,Male,Jaipur,Domestic,Retail,3643148
30.0,5.1,B.Tech,Manager,Female,Indore,Domestic,Manufacturing,744817
36.0,0.3,B.Sc,Data Analyst,Male,Chennai,MNC,Analytics,180000
43.0,0.1,MBA,Product Manager,Female,Delhi NCR,Service,E-commerce,281314
28.0,0.4,B.Tech,Data Analyst,Male,Bengaluru,Domestic,Retail,200865
41.0,2.3,M.Tech,Manager,Female,Chandigarh,Domestic,IT Services,725328
33.0,6.0,B.Tech,Software Engineer,Male,Bhubaneswar,MNC,E-commerce,776678
47.0,1.0,B.Sc,Manager,Male,Ahmedabad,Startup,Banking,232223
25.0,4.6,MCA,Marketing Manager,Female,Chennai,MNC,EdTech,668119
34.0,15.9,B.Sc,Data Analyst,Male,Nagpur,Domestic,Retail,2460706
42.0,22.2,M.Tech,Data Scientist,Female,Kochi,Product,Analytics,4173359
31.0,4.3,B.Tech,Manager,Male,Hyderabad,Startup,Consulting,696375
38.0,3.9,B.Tech,Accounting,Female,Jaipur,Domestic,Banking,608993
45.0,5.8,MCA,Sales,Male,Pune,Domestic,Retail,668101
29.0,1.0,B.Sc,Others,Female,Ahmedabad,Domestic,Manufacturing,180000
36.0,1.4,M.Tech,Manager,Male,Mumbai,MNC,Manufacturing,274343
43.0,1.1,B.Tech,Product Manager,Female,Kochi,Product,E-commerce,258998
26.0,6.1,B.Tech,Others,Male,Pune,Domestic,Manufacturing,585583
37.0,7.3,M.Tech,Data Analyst,Female,Mumbai,MNC,Banking,2011232
44.0,12.9,B.Sc,Others,Male,Chennai,MNC,Services,1953647
32.0,1.6,B.Sc,Data Analyst,Female,Indore,MNC,Analytics,183238
33.0,3.5,M.Tech,Manager,Male,Hyderabad,Domestic,Manufacturing,802605
51.0,4.9,PhD,HR,Female,Delhi NCR,Domestic,Healthcare,684636
28.0,1.9,B.Tech,Software Engineer,Male,Hyderabad,MNC,E-commerce,231331
39.0,17.8,B.Tech,Sales,Female,Bhubaneswar,Domestic,SaaS,2510086
48.0,4.5,M.Tech,Product Manager,Male,Bengaluru,MNC,SaaS,929057
30.0,2.4,B.Sc,Others,Female,Bhubaneswar,Domestic,Retail,460930
35.0,0.7,B.Tech,Marketing Manager,Male,Nagpur,MNC,Media,187537
41.0,0.9,M.Tech,Manager,Female,Coimbatore,MNC,Banking,251613
27.0,4.9,B.Tech,Others,Male,Mumbai,MNC,Services,617173
40.0,1.1,B.Sc,Manager,Female,Mumbai,Startup,Banking,216933
46.0,4.8,M.Tech,Research,Male,Hyderabad,MNC,Healthcare Tech,763544
31.0,6.0,B.Tech,HR,Female,Hyderabad,MNC,Consulting,671610
34.0,4.6,M.Tech,Software Engineer,Male,Indore,Product,Product Tech,809520
50.0,2.2,MCA,Finance,Female,Hyderabad,MNC,Banking,621897
29.0,3.6,B.Tech,Marketing Manager,Male,Coimbatore,MNC,E-commerce,597429
43.0,1.7,B.Tech,Manager,Male,Pune,Domestic,IT Services,245461
26.0,1.5,MBA,Data Scientist,Female,Delhi NCR,Service,AI/ML,306365
35.0,4.0,B.Tech,Data Analyst,Male,Ahmedabad,Domestic,IT Services,573239
42.0,8.1,M.Tech,Manager,Female,Mumbai,Domestic,Manufacturing,2452457
31.0,0.6,B.Tech,Accounting,Male,Mumbai,MNC,Consulting,192127
38.0,5.5,B.Tech,HR,Female,Coimbatore,MNC,Manufacturing,656713
46.0,20.2,MBA,Director,Male,Bengaluru,MNC,IT Services,5000000
29.0,1.3,B.Tech,Sales,Female,Bhubaneswar,Domestic,Retail,193740
37.0,0.9,M.Tech,Data Analyst,Male,Lucknow,Domestic,Banking,202329
44.0,5.9,M.Tech,Designer,Female,Chennai,MNC,Gaming,726288
27.0,2.2,B.Tech,Product Manager,Male,Delhi NCR,Startup,SaaS,694140
36.0,6.5,B.Tech,Marketing Manager,Female,Jaipur,Domestic,E-commerce,735760
43.0,0.3,B.Tech,Manager,Male,Pune,Startup,Retail,240839
33.0,2.3,MCA,Data Analyst,Female,Pune,Startup,Consulting,551153
34.0,1.3,B.Sc,Data Analyst,Male,Jaipur,Domestic,IT Services,180515
50.0,1.1,B.Tech,Marketing Manager,Female,Hyderabad,Domestic,Media,214061
28.0,24.0,B.Tech,Data Analyst,Male,Chennai,Domestic,Retail,3024287
39.0,5.7,B.Tech,Accounting,Female,Pune,MNC,Consulting,638198
47.0,2.0,MBA,Director,Male,Delhi NCR,Domestic,Consulting,395007
30.0,5.1,B.Tech,Manager,Female,Pune,MNC,IT Services,788854
34.0,1.7,B.Tech,Product Manager,Male,Pune,Startup,Product Tech,252474
40.0,3.6,MCA,HR,Female,Bengaluru,Domestic,IT Services,595353
28.0,27.0,B.Tech,Data Analyst,Male,Jaipur,Domestic,Analytics,3123340
41.0,3.8,B.Tech,Marketing Manager,Female,Indore,Domestic,Media,614041
45.0,4.5,M.Tech,Data Analyst,Male,Jaipur,MNC,IT Services,679213
32.0,6.0,B.Sc,Manager,Female,Vadodara,Domestic,IT Services,744954
35.0,0.7,MCA,Software Engineer,Male,Bengaluru,Service,SaaS,230142
49.0,2.3,M.Tech,Director,Female,Bhubaneswar,Domestic,Manufacturing,996831
30.0,6.6,B.Tech,Others,Male,Bengaluru,Domestic,Retail,652120
44.0,3.6,B.Tech,Manager,Male,Mumbai,Domestic,Retail,650565
27.0,0.5,M.Tech,Designer,Female,Chandigarh,MNC,E-commerce,199215
36.0,6.9,B.Tech,Accounting,Male,Chandigarh,MNC,Retail,661773
41.0,4.5,B.Tech,Marketing Manager,Female,Chandigarh,Startup,EdTech,654621
31.0,1.6,B.Sc,HR,Male,Coimbatore,MNC,IT Services,185354
39.0,6.1,B.Tech,Manager,Female,Delhi NCR,Domestic,Retail,783467
47.0,4.7,MCA,Finance,Male,Coimbatore,MNC,Fintech,768932
30.0,0.1,B.Tech,Marketing Manager,Female,Mysuru,MNC,E-commerce,203603
38.0,3.5,M.Tech,Others,Male,Pune,Startup,Services,632528
45.0,0.8,M.Tech,Product Manager,Female,Mumbai,Service,Fintech,257285
28.0,1.7,B.Tech,Others,Male,Chandigarh,Domestic,Services,185827
35.0,1.7,B.Sc,Data Analyst,Female,Delhi NCR,Domestic,Analytics,180000
44.0,2.0,B.Tech,Software Engineer,Male,Mumbai,MNC,Product Tech,236331
34.0,0.0,M.Tech,Others,Female,Ahmedabad,Domestic,Manufacturing,194575
35.0,2.4,B.Tech,Others,Male,Coimbatore,Startup,Services,518879
50.0,17.2,MBA,Director,Female,Hyderabad,Domestic,Banking,4987104
29.0,2.6,B.Tech,Data Analyst,Male,Hyderabad,MNC,Consulting,520473
40.0,1.9,B.Tech,Sales,Female,Pune,Domestic,Real Estate,207251
48.0,9.5,M.Tech,Marketing Manager,Male,Ahmedabad,Domestic,Media,2531854
31.0,3.7,B.Sc,Others,Female,Kochi,Startup,Manufacturing,541172
33.0,0.5,B.Tech,Product Manager,Male,Delhi NCR,MNC,Fintech,245392
42.0,0.4,MCA,Manager,Female,Coimbatore,Domestic,Consulting,224582
28.0,1.3,B.Tech,Data Analyst,Male,Mumbai,MNC,IT Services,183142
40.0,1.9,B.Tech,Manager,Female,Hyderabad,MNC,Retail,243857
46.0,5.1,PhD,Data Scientist,Male,Chennai,Startup,Analytics,888344
33.0,27.9,B.Sc,Manager,Female,Jaipur,MNC,Consulting,3609026
37.0,5.2,MCA,Software Engineer,Male,Ahmedabad,Product,Product Tech,790661
51.0,23.0,MCA,HR,Female,Mysuru,Domestic,Consulting,2955921
30.0,5.3,B.Sc,Marketing Manager,Male,Bengaluru,MNC,EdTech,651218
43.0,1.9,B.Sc,Manager,Male,Jaipur,MNC,Banking,233762
27.0,2.4,M.Tech,Research,Female,Ahmedabad,MNC,Healthcare Tech,710836
35.0,1.8,B.Tech,Data Analyst,Male,Delhi NCR,Domestic,Retail,200571
42.0,9.7,PhD,Manager,Female,Pune,MNC,Consulting,2945333
32.0,0.5,B.Tech,Sales,Male,Bengaluru,Domestic,Consumer Goods,197099
37.0,1.3,B.Tech,Data Analyst,Female,Kochi,Domestic,Consulting,188478
45.0,0.0,M.Tech,Software Engineer,Male,Mumbai,Product,SaaS,231466
33.0,6.7,B.Tech,Data Analyst,Female,Hyderabad,Domestic,Banking,679044
39.0,1.5,B.Sc,Marketing Manager,Male,Delhi NCR,Startup,Consumer Goods,217328
44.0,22.9,MBA,Manager,Female,Mumbai,Domestic,IT Services,4304107
29.0,29.1,B.Tech,Data Analyst,Male,Delhi NCR,Startup,Analytics,3272033
38.0,1.3,B.Sc,Product Manager,Female,Jaipur,MNC,E-commerce,246515
46.0,25.5,M.Tech,Data Analyst,Male,Hyderabad,MNC,Consulting,3218825
34.0,3.2,B.Tech,Data Analyst,Female,Nagpur,Domestic,Analytics,555040
36.0,20.0,B.Tech,Manager,Male,Chennai,Domestic,IT Services,3650889
49.0,0.6,MCA,Marketing Manager,Female,Chandigarh,Domestic,Media,196056
31.0,4.7,B.Sc,Data Analyst,Male,Hyderabad,Domestic,Analytics,588741
41.0,4.4,B.Tech,Others,Female,Nagpur,Domestic,Retail,584287
47.0,3.0,MBA,Director,Male,Mumbai,Domestic,Consulting,1099500
30.0,3.8,B.Tech,Marketing Manager,Female,Chennai,Startup,Consumer Goods,615559
38.0,2.2,M.Tech,Others,Male,Bengaluru,Domestic,Manufacturing,550926
45.0,3.2,M.Tech,Product Manager,Female,Kochi,Service,Product Tech,806691
28.0,3.5,B.Sc,Others,Male,Lucknow,MNC,Retail,537629
35.0,2.5,B.Tech,Data Analyst,Female,Bhubaneswar,Domestic,IT Services,530817
44.0,1.1,B.Tech,Software Engineer,Male,Hyderabad,Service,IT Services,234328
34.0,3.0,MBA,Others,Female,Chennai,Domestic,Retail,588543
35.0,1.5,B.Tech,Others,Male,Chennai,Domestic,Manufacturing,183786
50.0,1.7,M.Tech,Director,Female,Bengaluru,Domestic,Banking,378998
29.0,1.8,B.Tech,Data Analyst,Male,Bhubaneswar,Startup,IT Services,203261
37.0,5.7,B.Tech,Manager,Female,Hyderabad,MNC,Manufacturing,839404
46.0,3.8,M.Tech,Data Scientist,Male,Jaipur,Service,AI/ML,839720
31.0,2.4,B.Sc,Marketing Manager,Female,Pune,Startup,E-commerce,538053
42.0,5.0,B.Tech,Manager,Male,Bengaluru,Domestic,IT Services,747893
29.0,14.7,B.Sc,Sales,Female,Delhi NCR,Startup,Retail,2308427
36.0,3.6,B.Tech,Marketing Manager,Male,Mumbai,Domestic,Consumer Goods,597997
44.0,22.8,M.Tech,HR,Female,Hyderabad,Domestic,Healthcare,3595999
33.0,4.6,B.Tech,Manager,Male,Lucknow,Domestic,Manufacturing,782644
39.0,1.8,B.Tech,Marketing Manager,Female,Chandigarh,Domestic,EdTech,208918
45.0,0.8,B.Tech,Software Engineer,Male,Mumbai,Startup,Fintech,220653
32.0,5.0,B.Tech,Manager,Female,Pune,Domestic,Banking,751973
37.0,5.7,B.Tech,Data Analyst,Male,Surat,MNC,Analytics,676423
47.0,3.2,MCA,Marketing Manager,Female,Mysuru,MNC,EdTech,584653
30.0,4.6,B.Tech,Data Analyst,Male,Bengaluru,MNC,Banking,611956
38.0,7.0,B.Tech,Manager,Female,Kochi,Startup,Consulting,861987
46.0,3.3,M.Tech,Data Analyst,Male,Chennai,Domestic,Analytics,655685
34.0,16.6,B.Tech,Data Analyst,Female,Chennai,Startup,Analytics,2546461
36.0,2.9,B.Tech,Product Manager,Male,Mumbai,Product,E-commerce,748160
49.0,4.4,MBA,Director,Female,Nagpur,MNC,Consulting,1169007
31.0,1.3,B.Tech,Data Analyst,Male,Pune,Domestic,IT Services,198629
41.0,12.8,B.Sc,Others,Female,Bengaluru,Startup,Retail,2150563
47.0,0.5,M.Tech,Marketing Manager,Male,Pune,Startup,Consumer Goods,222000
29.0,13.4,B.Sc,Others,Female,Pune,MNC,Manufacturing,2093652
35.0,3.9,B.Tech,Manager,Male,Ahmedabad,MNC,Retail,716056
44.0,1.8,M.Tech,Product Manager,Female,Jaipur,Product,E-commerce,281994
33.0,3.3,B.Tech,Data Analyst,Male,Jaipur,Domestic,Retail,546081
35.0,4.0,B.Tech,Data Analyst,Female,Delhi NCR,Domestic,Banking,637283
44.0,26.8,B.Tech,Software Engineer,Male,Chennai,Service,IT Services,3450516
32.0,1.2,B.Tech,Product Manager,Male,Hyderabad,Product,SaaS,275355
38.0,6.2,B.Sc,Data Analyst,Female,Mysuru,MNC,Banking,618869
49.0,14.1,PhD,Director,Male,Pune,Domestic,Banking,4993940
29.0,3.2,B.Tech,Marketing Manager,Female,Mumbai,Startup,Consumer Goods,651400
35.0,4.2,B.Tech,Manager,Male,Chennai,Domestic,Banking,732942
45.0,25.3,MCA,Manager,Female,Coimbatore,Domestic,Banking,4413870
33.0,3.9,B.Sc,Data Analyst,Male,Delhi NCR,Startup,Retail,529005
40.0,6.3,B.Tech,Manager,Female,Hyderabad,MNC,Retail,815857
44.0,0.3,B.Tech,Data Scientist,Male,Bengaluru,MNC,Analytics,229158
30.0,1.1,B.Tech,Others,Female,Bengaluru,Domestic,Manufacturing,180094
37.0,3.8,B.Tech,Data Analyst,Male,Pune,MNC,IT Services,621731
48.0,1.9,MCA,HR,Female,Indore,Startup,Manufacturing,214161
31.0,0.3,B.Sc,Manager,Male,Chennai,Domestic,IT Services,205835
38.0,1.6,B.Sc,Others,Female,Bhubaneswar,MNC,Retail,180000
45.0,0.1,B.Tech,Software Engineer,Male,Bengaluru,Service,Fintech,206093
33.0,0.4,B.Tech,Manager,Female,Hyderabad,Startup,Consulting,224170
36.0,2.0,B.Tech,Data Analyst,Male,Vadodara,Domestic,Consulting,190908
49.0,2.0,MCA,Marketing Manager,Female,Mumbai,Startup,EdTech,226973
31.0,17.7,B.Sc,Data Analyst,Male,Chandigarh,MNC,Banking,2488311
42.0,0.6,B.Tech,Manager,Female,Bengaluru,MNC,Retail,228134
47.0,3.0,MCA,Marketing Manager,Male,Jaipur,Domestic,Consumer Goods,601208
29.0,0.1,B.Tech,Others,Female,Mumbai,Startup,Retail,180000
35.0,1.2,B.Tech,Manager,Male,Lucknow,Domestic,Manufacturing,243419
44.0,1.1,M.Tech,Product Manager,Female,Hyderabad,MNC,Fintech,282065
33.0,4.0,B.Sc,Data Analyst,Male,Delhi NCR,Domestic,Consulting,486585
35.0,5.9,B.Tech,Data Analyst,Female,Delhi NCR,MNC,Consulting,664203
44.0,1.0,B.Tech,Software Engineer,Male,Mumbai,Startup,Product Tech,233530
34.0,5.7,MCA,Others,Female,Hyderabad,Domestic,Services,636251
36.0,6.4,B.Tech,Marketing Manager,Male,Chandigarh,Domestic,Consumer Goods,657008
30.0,0.5,B.Tech,HR,Female,Bengaluru,Domestic,IT Services,180000
37.0,4.9,B.Tech,Manager,Male,Mysuru,MNC,Consulting,771088
45.0,6.9,MBA,Manager,Female,Delhi NCR,Domestic,Retail,955737
32.0,21.5,B.Tech,Others,Male,Bengaluru,Startup,Services,2890906
39.0,1.5,B.Tech,Manager,Female,Ahmedabad,MNC,Consulting,242856
47.0,3.2,M.Tech,Software Engineer,Male,Hyderabad,Service,E-commerce,731724
29.0,0.6,B.Sc,Data Analyst,Female,Delhi NCR,Startup,Analytics,184446
36.0,0.5,B.Tech,Manager,Male,Nagpur,Domestic,Banking,220626
43.0,0.1,PhD,Data Scientist,Female,Chennai,Product,Analytics,263042
32.0,0.3,B.Tech,Marketing Manager,Male,Vadodara,Domestic,E-commerce,203091
38.0,5.8,B.Tech,Data Analyst,Female,Chandigarh,MNC,Analytics,600498
48.0,1.0,M.Tech,Marketing Manager,Male,Mumbai,Domestic,EdTech,240407
31.0,21.8,B.Sc,Others,Female,Mumbai,Domestic,Retail,2700249
40.0,29.0,B.Sc,Data Analyst,Male,Hyderabad,MNC,Analytics,3067038
45.0,2.9,B.Tech,Designer,Female,Delhi NCR,Startup,Product Tech,585253
33.0,17.7,B.Tech,Product Manager,Male,Chandigarh,Product,Fintech,3479299
36.0,2.2,B.Tech,Manager,Female,Mumbai,Domestic,Banking,616301
47.0,18.7,M.Tech,Director,Male,Pune,Domestic,Consulting,4847955
29.0,24.4,B.Tech,Manager,Female,Pune,MNC,Manufacturing,3799536
34.0,4.4,B.Sc,Others,Male,Delhi NCR,MNC,Manufacturing,542081
44.0,6.6,M.Tech,Data Analyst,Female,Chandigarh,Domestic,Analytics,766811
33.0,6.1,B.Tech,Marketing Manager,Male,Mumbai,Domestic,Media,689032
35.0,13.0,B.Tech,Manager,Female,Nagpur,Domestic,Retail,2886993
43.0,0.2,MBA,Marketing Manager,Male,Hyderabad,MNC,Media,216568
31.0,1.3,B.Tech,Data Analyst,Female,Pune,MNC,Analytics,200650
